"","x_bar","y_bar","gamma","true_n","true_K","KLD","BC","Fc","derrorAB_dn","derrorBC_dn","derrorAB_dK","derrorBC_dK","emp_x_bar"
"1",10,10,0.1,1,10,0.0149571151863299,0.996562487755119,0.207200826431042,0.0219760789157378,0.000834991448543206,0.000986781976846494,5.26466497594029e-05,9.99552609779821
"2",100,10,0.1,1,10,0.732552348419445,0.909030861758059,0.724065686153152,0.0239352002953993,-0.000452873402193599,0.001075315618267,-2.82937524380113e-06,100.040448298488
"3",50,10,0.1,1,10,0.262766830835335,0.957747518361952,0.567774509678586,0.0237530988165494,-0.000293906996325781,0.00106637056113633,4.05282144610016e-06,49.997271654894
"4",10,10,1,1,10,0.00473756273953915,0.998867203868307,0.124318470436749,0.01209029140777,0.000591484045103155,0.000550823065845183,3.14217796138969e-05,10.0076045322947
"5",100,10,1,1,10,0.284574374954861,0.953164939708767,0.58809864230739,0.0132343564569969,-9.27670917413247e-05,0.000601722753472595,1.01132537402275e-06,99.9621795815697
"6",50,10,1,1,10,0.0914666868126145,0.981855660073555,0.41584386694928,0.0130636206751573,-6.64745581539657e-06,0.000594210319939859,4.79425119520909e-06,50.0175030345087
"7",10,10,10,1,10,0.000155002229088557,0.999961552159755,0.024878665569504,0.00219961493857111,0.000130591801970513,0.000100951419877421,6.15517755124042e-06,9.99934207189974
"8",100,10,10,1,10,0.0144672430320374,0.996670867121551,0.205091165420374,0.00241933794713546,9.45341071926249e-06,0.000111072496570366,5.98616720573297e-07,100.131743842329
"9",50,10,10,1,10,0.00397242129955524,0.999047529482515,0.113531425912932,0.00238101711503716,2.56198042402655e-05,0.000109342087197339,1.34619461057566e-06,50.0146635089337
"10",10,100,0.1,1,10,7.84468326780107e-07,0.999999807193346,0.000783277005707511,-7.46852769160897e-05,-4.67349458320196e-06,6.43946096119903e-06,4.01697489271527e-07,10.0075359769045
"11",100,100,0.1,1,10,1.30276234489561e-05,0.999996751557047,0.00794452180510717,-8.33378958442165e-05,-4.81965521331545e-07,7.17134924396155e-06,3.94923262845971e-08,100.012345886437
"12",50,100,0.1,1,10,4.00949995839086e-06,0.999998994736234,0.00394173229841533,-8.14220588733049e-05,-1.00150941101495e-06,7.01512808726417e-06,8.41714508105201e-08,50.0146915757411
"13",10,100,1,1,10,3.76618633042885e-07,0.999999906330797,0.000422465972992995,-4.04302959217593e-05,-2.50813419848392e-06,3.47666161800411e-06,2.14870215214247e-07,9.99855571419899
"14",100,100,1,1,10,8.09643191896026e-06,0.999997921726317,0.00431986353625402,-4.52470980770542e-05,-1.96610194491026e-07,3.88429604346545e-06,1.64789783165676e-08,100.087310878047
"15",50,100,1,1,10,8.30535242130865e-06,0.99999792034054,0.00208090299998044,-4.31214055488557e-05,-4.56210128166308e-07,3.69884274137369e-06,3.81931817992175e-08,50.0283623254142
"16",10,100,10,1,10,6.2443665416246e-07,0.999999836316723,7.52760382694466e-05,-7.2638221410501e-06,-4.24575031390889e-07,6.20042451675853e-07,3.63927154778622e-08,10.0010615168005
"17",100,100,10,1,10,4.00375177060865e-06,0.999998940411821,0.000724942481876502,-7.59563899733338e-06,-1.06371464894367e-07,6.50141260216812e-07,8.91184448084807e-09,100.05315817373
"18",50,100,10,1,10,2.52647256854576e-06,0.999999362146055,0.000361938642271247,-7.42602479367634e-06,-7.15918031205176e-08,6.41382051585643e-07,6.36295436264353e-09,50.028646245043
"19",10,50,0.1,1,10,4.59000030002902e-06,0.999998857049858,0.00541576317252627,-0.000139072907596977,-8.66628490650706e-06,4.05143240070231e-05,2.37387116666356e-06,10.0009517862003
"20",100,50,0.1,1,10,NA,0.999819496558119,0.0522084667294415,-0.000152932920054078,-1.05467888372666e-06,4.46238128847355e-05,1.21255877285255e-07,100.022314896397
"21",50,50,0.1,1,10,0.000181416454914439,0.999955045657161,0.0268888543492909,-0.000152053483705321,-2.0423190752153e-06,4.4339505333367e-05,4.10387166261746e-07,50.005022865899
"22",10,50,1,1,10,2.12352876041473e-06,0.999999469396213,0.0029805364839837,-7.79429924181617e-05,-4.90809966820427e-06,2.22840304579701e-05,1.35123448198117e-06,10.0049795332055
"23",100,50,1,1,10,0.00023358937339513,0.999942211014557,0.0289659078632241,-8.4627448110656e-05,-5.59158668088669e-07,2.42256330653478e-05,1.06847319602013e-07,99.9921650709094
"24",50,50,1,1,10,7.31228736155992e-05,0.999981851864793,0.0148207569274747,-8.4507597226364e-05,-1.03231169746316e-06,2.41737214989381e-05,2.50332707053607e-07,50.0465364817163
"25",10,50,10,1,10,8.51502304931955e-07,0.999999823540993,0.000534188715937249,-1.40403434452476e-05,-8.12165849326199e-07,3.98829949426235e-06,2.32210300876918e-07,10.0025410885987
"26",100,50,10,1,10,8.22960012636513e-06,0.999997962294872,0.00546444865298554,-1.57838369890379e-05,-1.13467944525339e-07,4.4682591757623e-06,2.99227769919674e-08,99.9981741302971
"27",50,50,10,1,10,2.35725786742361e-06,0.999999399219414,0.00265069269297666,-1.50799739186217e-05,-2.53157908538202e-07,4.2775918884219e-06,6.60396824375592e-08,50.0203506622593
"28",10,10,0.1,1,110,0.0979634238244954,0.980104331674073,0.43253367550404,0.0727850146183662,0.00732193167970485,4.70310089352925e-05,5.6423964504431e-06,9.99258533939926
"29",100,10,0.1,1,110,NA,0.777277822627931,0.884635263702297,0.0790988332867601,0.00387015682003662,5.11187385500075e-05,3.54990015792593e-06,100.084471885479
"30",50,10,0.1,1,110,1.16289664677685,0.865377758928012,0.793228815942877,0.0784721776815338,0.00431216794364406,5.06946848738726e-05,3.8193769125241e-06,50.0106217585979
"31",10,10,1,1,110,0.0351569209654398,0.992244430260117,0.296051895286683,0.0414120725380025,0.0036022548169433,2.68420340617165e-05,2.6262131913343e-06,10.0115552309965
"32",100,10,1,1,110,1.29673467957406,0.855320387393145,0.808273447980485,0.0450862878289987,0.00153087405377292,2.91750251262648e-05,1.32577650204764e-06,99.9074214490611
"33",50,10,1,1,110,0.491371402017121,0.925364854749131,0.677920766419292,0.0445398946934933,0.00177621513744015,2.88369504882682e-05,1.47816824975187e-06,50.036449115462
"34",10,10,10,1,110,0.00139102944335529,0.999661069657885,0.0707408374966877,0.00774150538744457,0.000525200064629877,5.02290011879912e-06,3.50727084518135e-07,10.0009039080011
"35",100,10,10,1,110,0.0997837175153338,0.98002501428389,0.434073538098122,0.00849119686974308,0.000107832488142638,5.51237971545379e-06,8.1803943153583e-08,100.098878288132
"36",50,10,10,1,110,0.0297830260591081,0.993384232927237,0.276515874793686,0.00838220705322213,0.000162835264153424,5.441577745507e-06,1.17184149979566e-07,50.0288983446711
"37",10,100,0.1,1,110,0.000156952015602684,0.999961140625041,0.0245858279711226,0.00237837883623702,0.000141768334267408,9.74357570226093e-06,5.94620751424167e-07,10.0086839454
"38",100,100,0.1,1,110,0.013814519737335,0.996813509352866,0.202498006877429,0.00261158913625057,1.03111545895417e-05,1.06978814660623e-05,5.87093562537872e-08,99.9805257153156
"39",50,100,0.1,1,110,0.00366351916071581,0.999120204494374,0.111971297255482,0.00256672634759209,2.63790769823228e-05,1.05125084762145e-05,1.23852458174146e-07,50.016872263308
"40",10,100,1,1,110,4.8313602782148e-05,0.999987987381349,0.0136324643657047,0.00130587157168315,7.96623251995113e-05,5.35518343741635e-06,3.30838694962536e-07,10.0068061510966
"41",100,100,1,1,110,0.00439952235527076,0.998949282604047,0.122437143773855,0.00143493623481333,7.15143630446424e-06,5.88809087582358e-06,3.40954098563731e-08,100.101794618398
"42",50,100,1,1,110,0.00122457644241865,0.999700690142961,0.0647527570071381,0.00141029496274835,1.66273398949049e-05,5.78671965209474e-06,7.30924442816384e-08,50.0517371367052
"43",10,100,10,1,110,8.15992231472328e-07,0.999999796012144,0.00251194207762452,0.000238344397473592,1.44621235589947e-05,9.7932577937733e-07,5.95338466394153e-08,10.0015947320936
"44",100,100,10,1,110,0.000156564716037601,0.99996126344616,0.0244066642179905,0.000257811866509317,1.95145903496763e-06,1.05859101730615e-06,8.20030539500993e-09,100.03346428941
"45",50,100,10,1,110,4.06554553609601e-05,0.999989882205136,0.0123241163076432,0.000254502785484065,3.09344794511051e-06,1.04341886484182e-06,1.28269357004002e-08,50.0349382495
"46",10,50,0.1,1,110,0.00171942360131473,0.999581867723348,0.0796754249484313,0.00957073012047989,0.000589130223098205,2.16420529555671e-05,1.39939295497635e-06,9.99968007499965
"47",100,50,0.1,1,110,0.12399777311605,0.975895555844831,0.465833719213124,0.0104904973836473,5.92045970170233e-05,2.37072623183058e-05,2.12306386273401e-07,99.991970715108
"48",50,50,0.1,1,110,NA,0.991842406418646,0.303376307998512,0.0103816116923447,0.000127095459537631,2.34608243661898e-05,3.64708180462996e-07,49.9732033878429
"49",10,50,1,1,110,0.000552370288131843,0.999864082549933,0.0456421663545423,0.00531156880773007,0.000331377734208373,1.20228866802773e-05,7.70883424738239e-07,9.99841291619667
"50",100,50,1,1,110,0.0436957589287932,0.990545208623626,0.322728550549791,0.00576219676494817,3.80594774360409e-05,1.3043035885189e-05,1.09576838479423e-07,99.9797757038858
"51",50,50,1,1,110,0.0125248794221613,0.997101952006414,0.193034599876098,0.00572180506073384,7.20346506372223e-05,1.29522025016329e-05,1.86151926228343e-07,50.0494163241445
"52",10,50,10,1,110,1.66054016032402e-05,0.999995862411564,0.00855728949837439,0.00096226017144539,5.97049294356834e-05,2.18013785099847e-06,1.36016214737028e-07,10.0023620381087
"53",100,50,10,1,110,0.00174190198589817,0.999577358546546,0.0801396298361268,0.00105804090535663,7.26803605805918e-06,2.39678473748963e-06,1.72545009995468e-08,99.9968626356994
"54",50,50,10,1,110,0.000438277375745832,0.999891998498896,0.0414515935659639,0.00103953169904453,1.43484059976896e-05,2.35395299582003e-06,3.33606731335174e-08,50.0080162056144
"55",10,10,0.1,1,30,0.0527086542618309,0.988676413884637,0.345026667111445,0.0532152167340726,0.00376253014245528,0.000341236926809482,2.94471123537883e-05,9.99418106128662
"56",100,10,0.1,1,30,1.81875505144219,0.826955280468229,0.841192141221365,0.057927319425147,0.000964969114739278,0.0003716143289333,1.23244477747699e-05,100.089026014527
"57",50,10,0.1,1,30,0.714662210436608,0.904423879227738,0.725905776739352,0.0574395589961871,0.00131476918176861,0.000368300988289324,1.44778593864684e-05,49.9953868202963
"58",10,10,1,1,30,0.0180080431114808,0.995873778491367,0.224471129286441,0.0299875337111559,0.00205463116730901,0.000193467248164832,1.49142241173219e-05,10.0104768986916
"59",100,10,1,1,30,0.792074669939961,0.895925054839657,0.744037354681179,0.0327356843604456,0.000463615549106575,0.000210887359590911,4.91180714490234e-06,99.9320857748204
"60",50,10,1,1,30,0.283444939572855,0.951618663439623,0.591684265908224,0.0322967097378909,0.000657002279332735,0.00020814206308253,6.11379203614377e-06,50.0327401776786
"61",10,10,10,1,30,0.000663232727904047,0.999837070308216,0.0497417686881376,0.0055594486675189,0.000356515935277739,3.59731780433166e-05,2.36268698472999e-06,9.99908492790046
"62",100,10,10,1,30,0.0525656374658479,0.988788379808539,0.345179393033752,0.00608936674191488,5.15926166190191e-05,3.94141620790407e-05,3.98938611562618e-07,100.15412206823
"63",50,10,10,1,30,0.015076024515144,0.996531624592519,0.207915082514489,0.00600819655810282,9.05354982514886e-05,3.88857910118017e-05,6.50146966958434e-07,50.0379894870456
"64",10,100,0.1,1,30,6.91540236769786e-06,0.999998279652416,0.00495582114041172,4.44248590560474e-05,2.3939025846172e-06,1.14704024871912e-05,6.9619327512677e-07,10.006715458694
"65",100,100,0.1,1,30,0.000601563350896862,0.999852028302092,0.048123273638803,4.88772008936305e-05,-1.51007939951445e-07,1.26920870236938e-05,5.69373201774873e-08,99.9981775727984
"66",50,100,0.1,1,30,0.000149668999469606,0.999962868451797,0.0243910630129974,4.79888832260675e-05,1.72703614980311e-07,1.24236325880313e-05,1.36287402066796e-07,50.015139280803
"67",10,100,1,1,30,2.12306347398985e-06,0.99999946918685,0.00271758030348773,2.39277743025595e-05,1.37671590074357e-06,6.28548464870462e-06,3.84626811678531e-07,10.0008103123994
"68",100,100,1,1,30,0.000186348337151214,0.999953850313593,0.0268293812044375,2.59150422044387e-05,3.41845372345101e-08,6.92623131410879e-06,3.46837203791165e-08,100.074884155863
"69",50,100,1,1,30,6.53827282984571e-05,0.999983715562529,0.013380486730937,2.53022643598794e-05,1.72135253264662e-07,6.74878720709724e-06,7.80944529333516e-08,50.0242894106757
"70",10,100,10,1,30,6.08005699369842e-07,0.999999844294126,0.000490933274500159,4.12753035802333e-06,2.48934891915022e-07,1.13495301097671e-06,6.85109253926201e-08,10.0062403134069
"71",100,100,10,1,30,9.77969600189683e-06,0.999997538342963,0.00484394835970939,4.5162923242686e-06,3.70808558269322e-08,1.22433667467625e-06,1.17646111214743e-08,100.04642820574
"72",50,100,10,1,30,4.91627497857042e-06,0.999998749848716,0.00240736691484924,4.57829674407682e-06,5.55034156784913e-08,1.20010651125617e-06,1.38444104079759e-08,50.0262021308
"73",10,50,0.1,1,30,0.000155156562244732,0.999961542745276,0.0259235095798675,0.00167465441248431,9.21069944719312e-05,4.88642128650604e-05,2.84411638225991e-06,10.0020178470988
"74",100,50,0.1,1,30,NA,0.996435343803338,0.211740907244345,0.00184168933100255,-2.43214484313788e-06,5.36935287058456e-05,1.15475401814064e-07,100.002905814001
"75",50,50,0.1,1,30,0.00417186103283777,0.999001786580911,0.118587039037903,0.00182730412378155,9.5368824734334e-06,5.32676119856789e-05,4.62482044704498e-07,49.9939225332757
"76",10,50,1,1,30,5.4778526371511e-05,0.999986378482054,0.0144249390550916,0.000920057369049674,5.33958698007413e-05,2.69695354321592e-05,1.61459773107997e-06,10.0036554147007
"77",100,50,1,1,30,0.00496013176450403,0.998817812341879,0.127632155725713,0.00100186492796405,2.48572915325521e-06,2.9379215496535e-05,1.27578724482546e-07,99.9791404197104
"78",50,50,1,1,30,0.00133267459010992,0.999674952930179,0.0684308228717053,0.000995074534044623,8.39648806346721e-06,2.91751857001126e-05,2.97930957680497e-07,50.0522036840157
"79",10,50,10,1,30,1.61352637966974e-06,0.999999613023643,0.00266159727816475,0.000167799919327035,9.87178027327319e-06,4.92836268507995e-06,2.92103560783056e-07,10.0022529052016
"80",100,50,10,1,30,0.000164338416185445,0.999959295699118,0.0261740620842907,0.000183949833075011,1.15656320501468e-06,5.41182616046961e-06,3.58709304508688e-08,100.010374794119
